,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,ENSEMBL_A,ENSEMBL_B,PUBMED_ID,description_A,description_B
23124,TGFBR2,TGFB3,ENSG00000163513,ENSG00000119699,9872992,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,TRANSFORMING GROWTH FACTOR BETA 3
23125,ENG,TGFBR1,ENSG00000106991,ENSG00000106799,9872992,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
23126,ENG,TGFBR2,ENSG00000106991,ENSG00000163513,9872992,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2
23130,ENG,BMP2,ENSG00000106991,ENSG00000125845,9872992,ENDOGLIN,BONE MORPHOGENETIC PROTEIN 2
23131,ENG,ACVR2A,ENSG00000106991,ENSG00000121989,9872992,ENDOGLIN,ACTIVIN A RECEPTOR TYPE 2A
23242,PLAUR,PLAU,ENSG00000011422,ENSG00000122861,11501527,"PLASMINOGEN ACTIVATOR, UROKINASE RECEPTOR","PLASMINOGEN ACTIVATOR, UROKINASE"
23309,CRYAB,CRYAB,ENSG00000109846,ENSG00000109846,10625651,CRYSTALLIN ALPHA B,CRYSTALLIN ALPHA B
23470,INSR,ENPP1,ENSG00000171105,ENSG00000197594,10615944,INSULIN RECEPTOR,ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1
23535,TGFB1,BGN,ENSG00000105329,ENSG00000182492,8093006,TRANSFORMING GROWTH FACTOR BETA 1,BIGLYCAN
23565,TNF,BGN,ENSG00000232810,ENSG00000182492,12387878,TUMOR NECROSIS FACTOR,BIGLYCAN
23686,TNF,TNF,ENSG00000232810,ENSG00000232810,1331108,TUMOR NECROSIS FACTOR,TUMOR NECROSIS FACTOR
23782,TGFBR1,TGFB1,ENSG00000106799,ENSG00000105329,8235612,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,TRANSFORMING GROWTH FACTOR BETA 1
23942,FGG,FGA,ENSG00000171557,ENSG00000171560,12356313,FIBRINOGEN GAMMA CHAIN,FIBRINOGEN ALPHA CHAIN
23943,FGG,FGB,ENSG00000171557,ENSG00000171564,12356313,FIBRINOGEN GAMMA CHAIN,FIBRINOGEN BETA CHAIN
23944,FGA,FGB,ENSG00000171560,ENSG00000171564,12356313,FIBRINOGEN ALPHA CHAIN,FIBRINOGEN BETA CHAIN
23967,PDGFRA,PDGFRB,ENSG00000134853,ENSG00000113721,2542288,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA
23990,CD151,ITGA3,ENSG00000177697,ENSG00000005884,10734060,CD151 MOLECULE (RAPH BLOOD GROUP),INTEGRIN SUBUNIT ALPHA 3
24044,WNT3A,FZD1,ENSG00000154342,ENSG00000157240,10557084,WNT FAMILY MEMBER 3A,FRIZZLED CLASS RECEPTOR 1
24045,WNT5A,FZD1,ENSG00000114251,ENSG00000157240,10557084,WNT FAMILY MEMBER 5A,FRIZZLED CLASS RECEPTOR 1
24210,SERPINA5,PLAU,ENSG00000188488,ENSG00000122861,2551064,SERPIN FAMILY A MEMBER 5,"PLASMINOGEN ACTIVATOR, UROKINASE"
24211,SERPINA5,PLAT,ENSG00000188488,ENSG00000104368,2551064,SERPIN FAMILY A MEMBER 5,"PLASMINOGEN ACTIVATOR, TISSUE TYPE"
24409,CAV3,DAG1,ENSG00000182533,ENSG00000173402,10988290,CAVEOLIN 3,DYSTROGLYCAN 1
24411,DAG1,CAV3,ENSG00000173402,ENSG00000182533,10988290,DYSTROGLYCAN 1,CAVEOLIN 3
24504,CD8A,CD8A,ENSG00000153563,ENSG00000153563,8127870,CD8A MOLECULE,CD8A MOLECULE
25098,FLT3LG,FLT3LG,ENSG00000090554,ENSG00000090554,10881197,FMS RELATED TYROSINE KINASE 3 LIGAND,FMS RELATED TYROSINE KINASE 3 LIGAND
25110,ICAM1,ITGAL,ENSG00000090339,ENSG00000005844,11279101,INTERCELLULAR ADHESION MOLECULE 1,INTEGRIN SUBUNIT ALPHA L
25111,ICAM1,ITGB2,ENSG00000090339,ENSG00000160255,11279101,INTERCELLULAR ADHESION MOLECULE 1,INTEGRIN SUBUNIT BETA 2
25121,CD1D,B2M,ENSG00000158473,ENSG00000166710,10221650,CD1D MOLECULE,BETA-2-MICROGLOBULIN
25218,PLAT,F2,ENSG00000104368,ENSG00000180210,10543954,"PLASMINOGEN ACTIVATOR, TISSUE TYPE","COAGULATION FACTOR II, THROMBIN"
25314,HLA-DRA,MBP,ENSG00000204287,ENSG00000197971,9782128,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DR ALPHA",MYELIN BASIC PROTEIN
25352,LRP2,LRPAP1,ENSG00000081479,ENSG00000163956,11912251,LDL RECEPTOR RELATED PROTEIN 2,LDL RECEPTOR RELATED PROTEIN ASSOCIATED PROTEIN 1
25363,LBP,APOA1,ENSG00000129988,ENSG00000118137,8663389,LIPOPOLYSACCHARIDE BINDING PROTEIN,APOLIPOPROTEIN A1
25366,KLRD1,HLA-E,ENSG00000134539,ENSG00000204592,9886400,KILLER CELL LECTIN LIKE RECEPTOR D1,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, E"
25413,CD151,PTGFRN,ENSG00000177697,ENSG00000134247,11278880,CD151 MOLECULE (RAPH BLOOD GROUP),PROSTAGLANDIN F2 RECEPTOR INHIBITOR
25415,CD9,PTGFRN,ENSG00000010278,ENSG00000134247,11278880,CD9 MOLECULE,PROSTAGLANDIN F2 RECEPTOR INHIBITOR
25416,CD63,PTGFRN,ENSG00000135404,ENSG00000134247,11278880,CD63 MOLECULE,PROSTAGLANDIN F2 RECEPTOR INHIBITOR
25566,CD9,ITGB1,ENSG00000010278,ENSG00000150093,12175627,CD9 MOLECULE,INTEGRIN SUBUNIT BETA 1
25567,CD63,ITGB1,ENSG00000135404,ENSG00000150093,12175627,CD63 MOLECULE,INTEGRIN SUBUNIT BETA 1
25569,CD151,ITGB1,ENSG00000177697,ENSG00000150093,12175627,CD151 MOLECULE (RAPH BLOOD GROUP),INTEGRIN SUBUNIT BETA 1
25648,F2,THBD,ENSG00000180210,ENSG00000178726,8663147,"COAGULATION FACTOR II, THROMBIN",THROMBOMODULIN
25686,CD2,CD5,ENSG00000116824,ENSG00000110448,10510361,CD2 MOLECULE,CD5 MOLECULE
25731,TGFBR2,TGFBR3,ENSG00000163513,ENSG00000069702,8106553,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 3
25732,TGFBR3,TGFB1,ENSG00000069702,ENSG00000105329,8106553,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 3,TRANSFORMING GROWTH FACTOR BETA 1
25738,PLG,HMGB1,ENSG00000122194,ENSG00000189403,1909331,PLASMINOGEN,HIGH MOBILITY GROUP BOX 1
25965,PTPRC,CD8A,ENSG00000081237,ENSG00000153563,1834739,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE C,CD8A MOLECULE
25966,PTPRC,CD4,ENSG00000081237,ENSG00000010610,1834739,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE C,CD4 MOLECULE
25999,VAMP1,STX4,ENSG00000139190,ENSG00000103496,8760387,VESICLE ASSOCIATED MEMBRANE PROTEIN 1,SYNTAXIN 4
26020,CTLA4,CD86,ENSG00000163599,ENSG00000114013,11279501,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4,CD86 MOLECULE
26048,CD2,LGALS1,ENSG00000116824,ENSG00000100097,10642604,CD2 MOLECULE,GALECTIN 1
26119,TGFBR2,TGFB1,ENSG00000163513,ENSG00000105329,11157754,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,TRANSFORMING GROWTH FACTOR BETA 1
26121,TGFBR2,TGFB3,ENSG00000163513,ENSG00000119699,11157754,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,TRANSFORMING GROWTH FACTOR BETA 3
26141,VCAM1,MSN,ENSG00000162692,ENSG00000147065,12082081,VASCULAR CELL ADHESION MOLECULE 1,MOESIN
26225,TLN1,ITGB3,ENSG00000137076,ENSG00000259207,10497223,TALIN 1,INTEGRIN SUBUNIT BETA 3
26275,THBS1,PLG,ENSG00000137801,ENSG00000122194,6438154,THROMBOSPONDIN 1,PLASMINOGEN
26414,CD40,MS4A1,ENSG00000101017,ENSG00000156738,9933087,CD40 MOLECULE,MEMBRANE SPANNING 4-DOMAINS A1
26445,PLAUR,IGF2R,ENSG00000011422,ENSG00000197081,9566979,"PLASMINOGEN ACTIVATOR, UROKINASE RECEPTOR",INSULIN LIKE GROWTH FACTOR 2 RECEPTOR
26453,ICAM1,IL2RA,ENSG00000090339,ENSG00000134460,1976256,INTERCELLULAR ADHESION MOLECULE 1,INTERLEUKIN 2 RECEPTOR SUBUNIT ALPHA
26514,NRXN1,NLGN1,ENSG00000179915,ENSG00000169760,8576240,NEUREXIN 1,NEUROLIGIN 1
26515,NRXN1,NLGN2,ENSG00000179915,ENSG00000169992,8576240,NEUREXIN 1,NEUROLIGIN 2
26516,NRXN1,NLGN3,ENSG00000179915,ENSG00000196338,8576240,NEUREXIN 1,NEUROLIGIN 3
26553,L1CAM,ITGA5,ENSG00000198910,ENSG00000161638,10871287,L1 CELL ADHESION MOLECULE,INTEGRIN SUBUNIT ALPHA 5
26554,L1CAM,ITGAV,ENSG00000198910,ENSG00000138448,10871287,L1 CELL ADHESION MOLECULE,INTEGRIN SUBUNIT ALPHA V
26588,CD55,CD55,ENSG00000196352,ENSG00000196352,12499389,CD55 MOLECULE (CROMER BLOOD GROUP),CD55 MOLECULE (CROMER BLOOD GROUP)
26600,PLG,THBS1,ENSG00000122194,ENSG00000137801,2522013,PLASMINOGEN,THROMBOSPONDIN 1
26746,APOH,LRP2,ENSG00000091583,ENSG00000081479,9727058,APOLIPOPROTEIN H,LDL RECEPTOR RELATED PROTEIN 2
26831,BMP2,BMPR1A,ENSG00000125845,ENSG00000107779,10692589,BONE MORPHOGENETIC PROTEIN 2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
27032,CASR,CASR,ENSG00000036828,ENSG00000036828,9722601,CALCIUM SENSING RECEPTOR,CALCIUM SENSING RECEPTOR
27067,TGFB1,FCN1,ENSG00000105329,ENSG00000085265,7686157,TRANSFORMING GROWTH FACTOR BETA 1,FICOLIN 1
27164,APP,BGN,ENSG00000142192,ENSG00000182492,7793988,AMYLOID BETA PRECURSOR PROTEIN,BIGLYCAN
27186,CD63,HLA-DRA,ENSG00000135404,ENSG00000204287,9759843,CD63 MOLECULE,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DR ALPHA"
27294,CD2,CD58,ENSG00000116824,ENSG00000116815,11575926,CD2 MOLECULE,CD58 MOLECULE
27373,BMP2,BMPR1A,ENSG00000125845,ENSG00000107779,10880444,BONE MORPHOGENETIC PROTEIN 2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
27374,BMP2,BMPR2,ENSG00000125845,ENSG00000204217,10880444,BONE MORPHOGENETIC PROTEIN 2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2
27457,GRIN1,GRIN2A,ENSG00000176884,ENSG00000183454,12391275,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 1,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 2A
27458,GRIN1,GRIN2B,ENSG00000176884,ENSG00000273079,12391275,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 1,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 2B
27464,CD22,PTPRC,ENSG00000012124,ENSG00000081237,10228003,CD22 MOLECULE,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE C
27509,CD4,CCR5,ENSG00000010610,ENSG00000160791,10816381,CD4 MOLECULE,C-C MOTIF CHEMOKINE RECEPTOR 5 (GENE/PSEUDOGENE)
27510,CD4,CXCR4,ENSG00000010610,ENSG00000121966,10816381,CD4 MOLECULE,C-X-C MOTIF CHEMOKINE RECEPTOR 4
27678,ITGA1,TLN1,ENSG00000213949,ENSG00000137076,11336656,INTEGRIN SUBUNIT ALPHA 1,TALIN 1
27685,ITGA7,CHRNA1,ENSG00000135424,ENSG00000138435,10910772,INTEGRIN SUBUNIT ALPHA 7,CHOLINERGIC RECEPTOR NICOTINIC ALPHA 1 SUBUNIT
27697,LRP2,LPL,ENSG00000081479,ENSG00000175445,7686151,LDL RECEPTOR RELATED PROTEIN 2,LIPOPROTEIN LIPASE
27703,CD9,CD53,ENSG00000010278,ENSG00000143119,11959120,CD9 MOLECULE,CD53 MOLECULE
27764,CD47,ITGB1,ENSG00000196776,ENSG00000150093,10397731,CD47 MOLECULE,INTEGRIN SUBUNIT BETA 1
27775,IL2RA,IL2RA,ENSG00000134460,ENSG00000134460,11886175,INTERLEUKIN 2 RECEPTOR SUBUNIT ALPHA,INTERLEUKIN 2 RECEPTOR SUBUNIT ALPHA
27837,LRP2,PLAU,ENSG00000081479,ENSG00000122861,8344937,LDL RECEPTOR RELATED PROTEIN 2,"PLASMINOGEN ACTIVATOR, UROKINASE"
27839,VCAM1,ITGAD,ENSG00000162692,ENSG00000156886,10438935,VASCULAR CELL ADHESION MOLECULE 1,INTEGRIN SUBUNIT ALPHA D
27905,ITGB3,PECAM1,ENSG00000259207,ENSG00000261371,10982404,INTEGRIN SUBUNIT BETA 3,PLATELET AND ENDOTHELIAL CELL ADHESION MOLECULE 1
27932,PDGFRA,PDGFRA,ENSG00000134853,ENSG00000134853,7535778,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA
28416,C3,ITGAX,ENSG00000125730,ENSG00000140678,4062888,COMPLEMENT C3,INTEGRIN SUBUNIT ALPHA X
28442,FGA,PLAT,ENSG00000171560,ENSG00000104368,11170397,FIBRINOGEN ALPHA CHAIN,"PLASMINOGEN ACTIVATOR, TISSUE TYPE"
28470,APOA1,APOA1,ENSG00000118137,ENSG00000118137,9356442,APOLIPOPROTEIN A1,APOLIPOPROTEIN A1
28529,TNFRSF1A,TNFRSF1A,ENSG00000067182,ENSG00000067182,8077196,TNF RECEPTOR SUPERFAMILY MEMBER 1A,TNF RECEPTOR SUPERFAMILY MEMBER 1A
28811,APP,ACHE,ENSG00000142192,ENSG00000087085,12427014,AMYLOID BETA PRECURSOR PROTEIN,ACETYLCHOLINESTERASE (CARTWRIGHT BLOOD GROUP)
29077,TGFBR1,TGFB1,ENSG00000106799,ENSG00000105329,10716993,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,TRANSFORMING GROWTH FACTOR BETA 1
29078,ACVRL1,TGFB1,ENSG00000139567,ENSG00000105329,10716993,ACTIVIN A RECEPTOR LIKE TYPE 1,TRANSFORMING GROWTH FACTOR BETA 1
29145,CLU,LRP2,ENSG00000120885,ENSG00000081479,7768901,CLUSTERIN,LDL RECEPTOR RELATED PROTEIN 2
29165,TFRC,TFRC,ENSG00000072274,ENSG00000072274,10531064,TRANSFERRIN RECEPTOR,TRANSFERRIN RECEPTOR
29542,CD14,LBP,ENSG00000170458,ENSG00000129988,12417309,CD14 MOLECULE,LIPOPOLYSACCHARIDE BINDING PROTEIN
29543,CD14,LBP,ENSG00000170458,ENSG00000129988,7583357,CD14 MOLECULE,LIPOPOLYSACCHARIDE BINDING PROTEIN
29544,CD14,TLR2,ENSG00000170458,ENSG00000137462,10395652,CD14 MOLECULE,TOLL LIKE RECEPTOR 2
29545,TLR2,TLR2,ENSG00000137462,ENSG00000137462,10395652,TOLL LIKE RECEPTOR 2,TOLL LIKE RECEPTOR 2
29871,CD44,EGFR,ENSG00000026508,ENSG00000146648,12093135,CD44 MOLECULE (INDIAN BLOOD GROUP),EPIDERMAL GROWTH FACTOR RECEPTOR
29936,HMGB1,PLAT,ENSG00000189403,ENSG00000104368,8366113,HIGH MOBILITY GROUP BOX 1,"PLASMINOGEN ACTIVATOR, TISSUE TYPE"
30058,CX3CL1,CX3CL1,ENSG00000006210,ENSG00000006210,10770945,C-X3-C MOTIF CHEMOKINE LIGAND 1,C-X3-C MOTIF CHEMOKINE LIGAND 1
30101,TFPI,THBS1,ENSG00000003436,ENSG00000137801,10922378,TISSUE FACTOR PATHWAY INHIBITOR,THROMBOSPONDIN 1
30225,LTF,CD14,ENSG00000012223,ENSG00000170458,11083760,LACTOTRANSFERRIN,CD14 MOLECULE
30416,SLAMF1,PTPRC,ENSG00000117090,ENSG00000081237,10229804,SIGNALING LYMPHOCYTIC ACTIVATION MOLECULE FAMILY MEMBER 1,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE C
30465,SFRP1,WNT4,ENSG00000104332,ENSG00000162552,11287180,SECRETED FRIZZLED RELATED PROTEIN 1,WNT FAMILY MEMBER 4
30692,CLCN3,CLCN3,ENSG00000109572,ENSG00000109572,12471024,CHLORIDE VOLTAGE-GATED CHANNEL 3,CHLORIDE VOLTAGE-GATED CHANNEL 3
30701,CFTR,CLCN3,ENSG00000001626,ENSG00000109572,12471024,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CHLORIDE VOLTAGE-GATED CHANNEL 3
30717,ITGB1,TLN1,ENSG00000150093,ENSG00000137076,11279249,INTEGRIN SUBUNIT BETA 1,TALIN 1
30727,NTRK1,NTRK1,ENSG00000198400,ENSG00000198400,10388563,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1
30891,F10,PLAT,ENSG00000126218,ENSG00000104368,11371191,COAGULATION FACTOR X,"PLASMINOGEN ACTIVATOR, TISSUE TYPE"
30892,F10,PLG,ENSG00000126218,ENSG00000122194,11371191,COAGULATION FACTOR X,PLASMINOGEN
30895,PLG,SERPINF2,ENSG00000122194,ENSG00000167711,158022,PLASMINOGEN,SERPIN FAMILY F MEMBER 2
30896,PLG,SPARC,ENSG00000122194,ENSG00000113140,7982919,PLASMINOGEN,SECRETED PROTEIN ACIDIC AND CYSTEINE RICH
30916,SIRPB1,TYROBP,ENSG00000101307,ENSG00000011600,10604985,SIGNAL REGULATORY PROTEIN BETA 1,TYRO PROTEIN TYROSINE KINASE BINDING PROTEIN
30917,TYROBP,SIRPB1,ENSG00000011600,ENSG00000101307,10940905,TYRO PROTEIN TYROSINE KINASE BINDING PROTEIN,SIGNAL REGULATORY PROTEIN BETA 1
30920,SIRPB1,TYROBP,ENSG00000101307,ENSG00000011600,10940905,SIGNAL REGULATORY PROTEIN BETA 1,TYRO PROTEIN TYROSINE KINASE BINDING PROTEIN
31169,PDGFRA,PDGFRA,ENSG00000134853,ENSG00000134853,11046132,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA
31170,PDGFRB,PDGFRB,ENSG00000113721,ENSG00000113721,11046132,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA
31180,ITGB3,PDGFRB,ENSG00000259207,ENSG00000113721,10964931,INTEGRIN SUBUNIT BETA 3,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA
31191,S1PR1,PDGFRB,ENSG00000170989,ENSG00000113721,12480944,SPHINGOSINE-1-PHOSPHATE RECEPTOR 1,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA
31196,SPARC,PDGFB,ENSG00000113140,ENSG00000100311,1311092,SECRETED PROTEIN ACIDIC AND CYSTEINE RICH,PLATELET DERIVED GROWTH FACTOR SUBUNIT B
31211,PECAM1,PECAM1,ENSG00000261371,ENSG00000261371,10425179,PLATELET AND ENDOTHELIAL CELL ADHESION MOLECULE 1,PLATELET AND ENDOTHELIAL CELL ADHESION MOLECULE 1
31222,THBS1,ITGB3,ENSG00000137801,ENSG00000259207,2478219,THROMBOSPONDIN 1,INTEGRIN SUBUNIT BETA 3
31225,TLN1,ITGB3,ENSG00000137076,ENSG00000259207,11932255,TALIN 1,INTEGRIN SUBUNIT BETA 3
31226,ITGB3,TLN1,ENSG00000259207,ENSG00000137076,11932255,INTEGRIN SUBUNIT BETA 3,TALIN 1
31229,ITGB3,PDGFRA,ENSG00000259207,ENSG00000134853,11953315,INTEGRIN SUBUNIT BETA 3,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA
31236,CAV3,PDGFRB,ENSG00000182533,ENSG00000113721,10066366,CAVEOLIN 3,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA
31237,CAV3,PDGFRA,ENSG00000182533,ENSG00000134853,10066366,CAVEOLIN 3,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA
31239,CD24,SELP,ENSG00000272398,ENSG00000174175,9129046,CD24 MOLECULE,SELECTIN P
31240,GP1BA,SELP,ENSG00000185245,ENSG00000174175,10499919,GLYCOPROTEIN IB PLATELET SUBUNIT ALPHA,SELECTIN P
31325,LRPAP1,LRP2,ENSG00000163956,ENSG00000081479,7512726,LDL RECEPTOR RELATED PROTEIN ASSOCIATED PROTEIN 1,LDL RECEPTOR RELATED PROTEIN 2
31326,SORT1,LRPAP1,ENSG00000134243,ENSG00000163956,9013611,SORTILIN 1,LDL RECEPTOR RELATED PROTEIN ASSOCIATED PROTEIN 1
31327,LDLR,LRPAP1,ENSG00000130164,ENSG00000163956,7822276,LOW DENSITY LIPOPROTEIN RECEPTOR,LDL RECEPTOR RELATED PROTEIN ASSOCIATED PROTEIN 1
31355,CD209,CD209,ENSG00000090659,ENSG00000090659,11739956,CD209 MOLECULE,CD209 MOLECULE
31469,CD19,CD22,ENSG00000177455,ENSG00000012124,9120258,CD19 MOLECULE,CD22 MOLECULE
31471,CD19,CD79A,ENSG00000177455,ENSG00000105369,9120258,CD19 MOLECULE,CD79A MOLECULE
31473,CD19,CD9,ENSG00000177455,ENSG00000010278,9804823,CD19 MOLECULE,CD9 MOLECULE
31507,CD44,HBEGF,ENSG00000026508,ENSG00000113070,7532176,CD44 MOLECULE (INDIAN BLOOD GROUP),HEPARIN BINDING EGF LIKE GROWTH FACTOR
31514,CD44,PTPRC,ENSG00000026508,ENSG00000081237,9573028,CD44 MOLECULE (INDIAN BLOOD GROUP),PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE C
31521,CD8A,CD59,ENSG00000153563,ENSG00000085063,1377690,CD8A MOLECULE,CD59 MOLECULE (CD59 BLOOD GROUP)
31538,THBD,F2,ENSG00000178726,ENSG00000180210,2544585,THROMBOMODULIN,"COAGULATION FACTOR II, THROMBIN"
31685,THBS1,F2,ENSG00000137801,ENSG00000180210,2435757,THROMBOSPONDIN 1,"COAGULATION FACTOR II, THROMBIN"
31698,FGFR2,FGF10,ENSG00000066468,ENSG00000070193,9582367,FIBROBLAST GROWTH FACTOR RECEPTOR 2,FIBROBLAST GROWTH FACTOR 10
31886,CRYAB,CRYAB,ENSG00000109846,ENSG00000109846,11700327,CRYSTALLIN ALPHA B,CRYSTALLIN ALPHA B
32477,CALR,TF,ENSG00000179218,ENSG00000091513,9312001,CALRETICULIN,TRANSFERRIN
32484,HSPA5,TSHR,ENSG00000044574,ENSG00000165409,12383251,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5,THYROID STIMULATING HORMONE RECEPTOR
32615,ACVR1B,ACVR2A,ENSG00000135503,ENSG00000121989,9892009,ACTIVIN A RECEPTOR TYPE 1B,ACTIVIN A RECEPTOR TYPE 2A
32942,ACVR1B,ACVR2A,ENSG00000135503,ENSG00000121989,8612709,ACTIVIN A RECEPTOR TYPE 1B,ACTIVIN A RECEPTOR TYPE 2A
33142,CTLA4,CTLA4,ENSG00000163599,ENSG00000163599,11279502,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4
33143,CD80,CD80,ENSG00000121594,ENSG00000121594,11279502,CD80 MOLECULE,CD80 MOLECULE
33144,CD80,CTLA4,ENSG00000121594,ENSG00000163599,11279502,CD80 MOLECULE,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4
33147,PTPRC,CD79A,ENSG00000081237,ENSG00000105369,7516335,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE C,CD79A MOLECULE
33529,SPN,MSN,ENSG00000197471,ENSG00000147065,9616160,SIALOPHORIN,MOESIN
33568,RAMP1,RAMP1,ENSG00000132329,ENSG00000132329,11535606,RECEPTOR ACTIVITY MODIFYING PROTEIN 1,RECEPTOR ACTIVITY MODIFYING PROTEIN 1
33575,CD209,CD209,ENSG00000090659,ENSG00000090659,11384997,CD209 MOLECULE,CD209 MOLECULE
33684,HCST,KLRK1,ENSG00000126264,ENSG00000213809,10426994,HEMATOPOIETIC CELL SIGNAL TRANSDUCER,KILLER CELL LECTIN LIKE RECEPTOR K1
33693,BMPR1A,BMPR2,ENSG00000107779,ENSG00000204217,10712517,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2
33695,BMPR2,BMPR2,ENSG00000204217,ENSG00000204217,10712517,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2
33697,BMPR1A,BMPR1A,ENSG00000107779,ENSG00000107779,10712517,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
33698,BMP2,BMPR1A,ENSG00000125845,ENSG00000107779,10712517,BONE MORPHOGENETIC PROTEIN 2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
33700,BMP2,BMPR2,ENSG00000125845,ENSG00000204217,10712517,BONE MORPHOGENETIC PROTEIN 2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 2
33734,CLU,TGFBR1,ENSG00000120885,ENSG00000106799,8555189,CLUSTERIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
33735,TGFBR1,CLU,ENSG00000106799,ENSG00000120885,8555189,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,CLUSTERIN
33736,TGFBR2,CLU,ENSG00000163513,ENSG00000120885,8555189,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,CLUSTERIN
33739,EPCAM,EPCAM,ENSG00000119888,ENSG00000119888,11058587,EPITHELIAL CELL ADHESION MOLECULE,EPITHELIAL CELL ADHESION MOLECULE
33810,STX4,VAMP3,ENSG00000103496,ENSG00000049245,12130530,SYNTAXIN 4,VESICLE ASSOCIATED MEMBRANE PROTEIN 3
33865,ITGA6,ITGB1,ENSG00000091409,ENSG00000150093,9660880,INTEGRIN SUBUNIT ALPHA 6,INTEGRIN SUBUNIT BETA 1
33896,TGFB1,THBS1,ENSG00000105329,ENSG00000137801,1550960,TRANSFORMING GROWTH FACTOR BETA 1,THROMBOSPONDIN 1
34045,MAP3K5,MAP3K5,ENSG00000197442,ENSG00000197442,11689443,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5
34127,TDGF1,ACVR1B,ENSG00000241186,ENSG00000135503,11909953,TERATOCARCINOMA-DERIVED GROWTH FACTOR 1,ACTIVIN A RECEPTOR TYPE 1B
34136,LRP2,THBS1,ENSG00000081479,ENSG00000137801,7775583,LDL RECEPTOR RELATED PROTEIN 2,THROMBOSPONDIN 1
