X.BioGRID.Interaction.ID,Entrez.Gene.Interactor.A,Entrez.Gene.Interactor.B,BioGRID.ID.Interactor.A,BioGRID.ID.Interactor.B,Systematic.Name.Interactor.A,Systematic.Name.Interactor.B,Official.Symbol.Interactor.A,Official.Symbol.Interactor.B,Synonyms.Interactor.A,Synonyms.Interactor.B,Experimental.System,Experimental.System.Type,Author,Pubmed.ID,Organism.Interactor.A,Organism.Interactor.B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source.Database,ENSEMBL_A,ENSEMBL_B
256232,10288,3107,115577,109352,XXbac-BCX105G6.12-005,XXbac-BCX101P6.2,LILRB2,HLA-C,CD85D|ILT-4|ILT4|LIR-2|LIR2|MIR-10|MIR10,D6S204|HLA-JY3|HLC-C|PSORS1,Reconstituted Complex,physical,Shiroishi M (2003),12853576,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000131042,ENSG00000204525
256233,10288,3135,115577,109380,XXbac-BCX105G6.12-005,DADB-15K14.8,LILRB2,HLA-G,CD85D|ILT-4|ILT4|LIR-2|LIR2|MIR-10|MIR10,MHC-G,Reconstituted Complex,physical,Shiroishi M (2003),12853576,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000131042,ENSG00000204632
256234,10859,3106,116070,109351,XXbac-BCX85G21.4,CDABP0067,LILRB1,HLA-B,CD85J|ILT-2|ILT2|LIR-1|LIR1|MIR-7|MIR7,AS|HLAB|SPDA1,Reconstituted Complex,physical,Shiroishi M (2003),12853576,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000104972,ENSG00000234745
256235,10859,3107,116070,109352,XXbac-BCX85G21.4,XXbac-BCX101P6.2,LILRB1,HLA-C,CD85J|ILT-2|ILT2|LIR-1|LIR1|MIR-7|MIR7,D6S204|HLA-JY3|HLC-C|PSORS1,Reconstituted Complex,physical,Shiroishi M (2003),12853576,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000104972,ENSG00000204525
256236,10859,3135,116070,109380,XXbac-BCX85G21.4,DADB-15K14.8,LILRB1,HLA-G,CD85J|ILT-2|ILT2|LIR-1|LIR1|MIR-7|MIR7,MHC-G,Reconstituted Complex,physical,Shiroishi M (2003),12853576,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000104972,ENSG00000204632
256244,6845,6810,112712,112679,-,-,VAMP7,STX4,SYBL1|TI-VAMP|TIVAMP|VAMP-7,STX4A|p35-2,Affinity Capture-Western,physical,Martinez-Arca S (2003),12853575,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000124333,ENSG00000103496
256494,6810,9341,112679,114747,-,-,STX4,VAMP3,STX4A|p35-2,CEB,Two-hybrid,physical,Imai A (2003),12828989,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000103496,ENSG00000049245
258257,288,3746,106785,109948,RP11-369L1.1,-,ANK3,KCNC1,ANKYRIN-G|MRT37,KV3.1|KV4|NGK2,Affinity Capture-Western,physical,Devaux J (2003),12805291,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000151150,ENSG00000129159
258555,3107,3107,109352,109352,XXbac-BCX101P6.2,XXbac-BCX101P6.2,HLA-C,HLA-C,D6S204|HLA-JY3|HLC-C|PSORS1,D6S204|HLA-JY3|HLC-C|PSORS1,FRET,physical,Faure M (2003),12794140,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000204525,ENSG00000204525
258607,2833,3627,109094,109839,-,-,CXCR3,CXCL10,CD182|CD183|CKR-L2|CMKAR3|GPR9|IP10-R|Mig-R|MigR,C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1,Reconstituted Complex,physical,Lasagni L (2003),12782716,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000186810,ENSG00000169245
258609,2833,4283,109094,110429,-,-,CXCR3,CXCL9,CD182|CD183|CKR-L2|CMKAR3|GPR9|IP10-R|Mig-R|MigR,CMK|Humig|MIG|SCYB9|crg-10,Reconstituted Complex,physical,Lasagni L (2003),12782716,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000186810,ENSG00000138755
258611,972,4282,107410,110428,-,-,CD74,MIF,DHLAG|HLADG|II|Ia-GAMMA,GIF|GLIF|MMIF,Reconstituted Complex,physical,Leng L (2003),12782713,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000019582,ENSG00000240972
258612,972,4282,107410,110428,-,-,CD74,MIF,DHLAG|HLADG|II|Ia-GAMMA,GIF|GLIF|MMIF,Affinity Capture-Western,physical,Leng L (2003),12782713,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000019582,ENSG00000240972
258681,308,3693,106805,109899,-,-,ANXA5,ITGB5,ANX5|ENX2|HEL-S-7|PP4|RPRGL3,-,Affinity Capture-Western,physical,Cardo-Vila M (2003),12769841,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000164111,ENSG00000082781
258682,3693,308,109899,106805,-,-,ITGB5,ANXA5,-,ANX5|ENX2|HEL-S-7|PP4|RPRGL3,Reconstituted Complex,physical,Cardo-Vila M (2003),12769841,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000082781,ENSG00000164111
258924,7043,7048,112901,112906,-,-,TGFB3,TGFBR2,ARVD|ARVD1|RNHF|TGF-beta3,AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII,Reconstituted Complex,physical,De Crescenzo G (2003),12729750,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000119699,ENSG00000163513
258931,1839,1956,108172,108276,-,-,HBEGF,EGFR,DTR|DTS|DTSF|HEGFL,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Affinity Capture-Western,physical,Shin SY (2003),12725245,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000113070,ENSG00000146648
259173,3572,1271,109786,107671,-,RP11-296L22.1,IL6ST,CNTFR,CD130|CDW130|GP130|IL-6RB,-,Reconstituted Complex,physical,Man D (2003),12707266,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134352,ENSG00000122756
259174,3977,1271,110165,107671,-,RP11-296L22.1,LIFR,CNTFR,CD118|LIF-R|SJS2|STWS|SWS,-,Reconstituted Complex,physical,Man D (2003),12707266,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000113594,ENSG00000122756
259175,1271,3977,107671,110165,RP11-296L22.1,-,CNTFR,LIFR,-,CD118|LIF-R|SJS2|STWS|SWS,Affinity Capture-Western,physical,Man D (2003),12707266,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000122756,ENSG00000113594
259176,1271,3572,107671,109786,RP11-296L22.1,-,CNTFR,IL6ST,-,CD130|CDW130|GP130|IL-6RB,Affinity Capture-Western,physical,Man D (2003),12707266,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000122756,ENSG00000134352
259938,5245,302,111264,106799,-,-,PHB,ANXA2,HEL-215|HEL-S-54e|PHB1,ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV,Two-hybrid,physical,Bacher S (2002),12628297,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000167085,ENSG00000182718
259939,5245,302,111264,106799,-,-,PHB,ANXA2,HEL-215|HEL-S-54e|PHB1,ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV,Affinity Capture-Western,physical,Bacher S (2002),12628297,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000167085,ENSG00000182718
259941,5245,302,111264,106799,-,-,PHB,ANXA2,HEL-215|HEL-S-54e|PHB1,ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV,Reconstituted Complex,physical,Bacher S (2002),12628297,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000167085,ENSG00000182718
263676,4851,4854,110913,110916,-,-,NOTCH1,NOTCH3,AOS5|AOVD1|TAN1|hN1,CADASIL|CASIL|IMF2,Phenotypic Suppression,genetic,Beatus P (2001),11404076,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000148400,ENSG00000074181
269825,23654,5764,117178,111731,RP3-402G11.19-002,-,PLXNB2,PTN,MM1|Nbla00445|PLEXB2|dJ402G11.3,HARP|HBGF8|HBNF|NEGF1,Two-hybrid,physical,Stelzl U (2005),16169070,9606,9606,High Throughput,1.0,-,-,-,-,BIOGRID,ENSG00000196576,ENSG00000105894
270034,8794,335,114322,106832,UNQ321/PRO366,-,TNFRSF10C,APOA1,CD263|DCR1|DCR1-TNFR|LIT|TRAIL-R3|TRAILR3|TRID,-,Two-hybrid,physical,Stelzl U (2005),16169070,9606,9606,High Throughput,1.0,-,-,-,-,BIOGRID,ENSG00000173535,ENSG00000118137
270216,1008,5764,107443,111731,-,-,CDH10,PTN,-,HARP|HBGF8|HBNF|NEGF1,Two-hybrid,physical,Stelzl U (2005),16169070,9606,9606,High Throughput,2.0,-,-,-,-,BIOGRID,ENSG00000040731,ENSG00000105894
270425,3320,3320,109552,109552,-,-,HSP90AA1,HSP90AA1,EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2,EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2,Two-hybrid,physical,Stelzl U (2005),16169070,9606,9606,High Throughput,2.0,-,-,-,-,BIOGRID,ENSG00000080824,ENSG00000080824
270878,28620,84966,118470,124396,-,RP11-121A23.1,TRBV2,IGSF21,TCRBV22S1A2N1T|TCRBV2S1,-,Two-hybrid,physical,Stelzl U (2005),16169070,9606,9606,High Throughput,2.0,-,-,-,-,BIOGRID,NA,ENSG00000117154
271236,5034,5764,111073,111731,-,-,P4HB,PTN,DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB,HARP|HBGF8|HBNF|NEGF1,Two-hybrid,physical,Stelzl U (2005),16169070,9606,9606,High Throughput,3.0,-,-,-,-,BIOGRID,ENSG00000185624,ENSG00000105894
274611,1493,941,107875,107379,-,-,CTLA4,CD80,ALPS5|CD|CD152|CELIAC3|CTLA-4|GRD4|GSE|IDDM12,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7,Reconstituted Complex,physical,Peach RJ (1995),7545666,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000163599,ENSG00000121594
274612,940,941,107378,107379,-,-,CD28,CD80,Tp44,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7,Reconstituted Complex,physical,Peach RJ (1995),7545666,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000178562,ENSG00000121594
274625,3077,7037,109325,112895,-,-,HFE,TFRC,HFE1|HH|HLA-H|MVCD7|TFQTL2,CD71|T9|TFR|TFR1|TR|TRFR|p90,Affinity Capture-Western,physical,Feder JN (1998),9465039,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000010704,ENSG00000072274
274626,7037,3077,112895,109325,-,-,TFRC,HFE,CD71|T9|TFR|TFR1|TR|TRFR|p90,HFE1|HH|HLA-H|MVCD7|TFQTL2,Affinity Capture-Western,physical,Feder JN (1998),9465039,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000072274,ENSG00000010704
274663,634,1088,107103,107514,-,-,CEACAM1,CEACAM8,BGP|BGP1|BGPI,CD66b|CD67|CGM6|NCA-95,Reconstituted Complex,physical,Singer BB (2002),11994468,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000079385,ENSG00000124469
274695,355,356,106851,106852,RP11-399O19.7,-,FAS,FASLG,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6,Reconstituted Complex,physical,Starling GC (1997),9126929,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000026103,ENSG00000117560
274712,3815,928,110015,107366,-,GIG2,KIT,CD9,C-Kit|CD117|PBT|SCFR,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29,Affinity Capture-Western,physical,Anzai N (2002),12036870,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000157404,ENSG00000010278
274713,3815,967,110015,107405,-,-,KIT,CD63,C-Kit|CD117|PBT|SCFR,LAMP-3|ME491|MLA1|OMA81H|TSPAN30,Affinity Capture-Western,physical,Anzai N (2002),12036870,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000157404,ENSG00000135404
274715,928,3815,107366,110015,GIG2,-,CD9,KIT,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29,C-Kit|CD117|PBT|SCFR,Affinity Capture-Western,physical,Anzai N (2002),12036870,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000010278,ENSG00000157404
274716,967,3815,107405,110015,-,-,CD63,KIT,LAMP-3|ME491|MLA1|OMA81H|TSPAN30,C-Kit|CD117|PBT|SCFR,Affinity Capture-Western,physical,Anzai N (2002),12036870,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000135404,ENSG00000157404
274771,5156,5154,111182,111180,-,-,PDGFRA,PDGFA,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,PDGF-A|PDGF1,Reconstituted Complex,physical,Claesson-Welsh L (1989),2544881,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134853,ENSG00000197461
274772,5156,5155,111182,111181,-,LL22NC03-10C3.2,PDGFRA,PDGFB,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis,Reconstituted Complex,physical,Claesson-Welsh L (1989),2544881,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134853,ENSG00000100311
274829,3604,3604,109817,109817,-,-,TNFRSF9,TNFRSF9,4-1BB|CD137|CDw137|ILA,4-1BB|CD137|CDw137|ILA,Reconstituted Complex,physical,Loo DT (1997),9045669,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000049249,ENSG00000049249
274938,6520,8140,112411,113801,-,-,SLC3A2,SLC7A5,4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE,4F2LC|CD98|D16S469E|E16|LAT1|MPE16|hLAT1,Affinity Capture-Western,physical,Torrents D (1998),9829974,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000168003,ENSG00000103257
274951,967,928,107405,107366,-,GIG2,CD63,CD9,LAMP-3|ME491|MLA1|OMA81H|TSPAN30,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29,Affinity Capture-Western,physical,Radford KJ (1996),8630057,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000135404,ENSG00000010278
274954,928,3688,107366,109894,GIG2,RP11-479G22.2,CD9,ITGB1,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Affinity Capture-Western,physical,Radford KJ (1996),8630057,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000010278,ENSG00000150093
274955,355,355,106851,106851,RP11-399O19.7,RP11-399O19.7,FAS,FAS,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,Two-hybrid,physical,Stanger BZ (1995),7538908,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000026103,ENSG00000026103
275011,7422,7422,113265,113265,RP1-261G23.1,RP1-261G23.1,VEGFA,VEGFA,MVCD1|VEGF|VPF,MVCD1|VEGF|VPF,Co-purification,physical,Eriksson A (2002),12086892,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000112715,ENSG00000112715
275043,7048,7043,112906,112901,-,-,TGFBR2,TGFB3,AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII,ARVD|ARVD1|RNHF|TGF-beta3,Co-crystal Structure,physical,Hart PJ (2002),11850637,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000163513,ENSG00000119699
275044,6376,1524,112278,107904,A-152E5.2,-,CX3CL1,CX3CR1,ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin,CCRL1|CMKBRL1|CMKDR1|GPR13|GPRV28|V28,Co-crystal Structure,physical,Mizoue LS (1999),9931005,9606,9606,Low Throughput,-,-,-,NMR,-,BIOGRID,ENSG00000006210,ENSG00000168329
275050,925,926,107363,107364,-,-,CD8A,CD8B,CD8|Leu2|MAL|p32,CD8B1|LEU2|LY3|LYT3|P37,Co-localization,physical,Sun J (1997),9550407,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000153563,ENSG00000172116
275051,925,925,107363,107363,-,-,CD8A,CD8A,CD8|Leu2|MAL|p32,CD8|Leu2|MAL|p32,Co-localization,physical,Sun J (1997),9550407,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000153563,ENSG00000153563
275088,9982,9982,115304,115304,-,-,FGFBP1,FGFBP1,FGF-BP|FGF-BP1|FGFBP|FGFBP-1|HBP17,FGF-BP|FGF-BP1|FGFBP|FGFBP-1|HBP17,Affinity Capture-Western,physical,Sauter ER (2001),11291074,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137440,ENSG00000137440
275125,2263,2263,108554,108554,-,-,FGFR2,FGFR2,BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25,BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25,Co-crystal Structure,physical,Pellegrini L (2000),11069186,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000066468,ENSG00000066468
275187,10369,2890,115648,109147,RP5-1119A7.17,-,CACNG2,GRIA1,MRD10,GLUH1|GLUR1|GLURA|GluA1|HBGR1,Affinity Capture-Western,physical,Chen L (2001),11140673,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000166862,ENSG00000155511
275188,10369,2891,115648,109148,RP5-1119A7.17,-,CACNG2,GRIA2,MRD10,GLUR2|GLURB|GluA2|GluR-K2|HBGR2,Affinity Capture-Western,physical,Chen L (2001),11140673,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000166862,ENSG00000120251
275193,10369,2902,115648,109159,RP5-1119A7.17,RP11-350O14.1,CACNG2,GRIN1,MRD10,GluN1|MRD8|NMD-R1|NMDA1|NMDAR1|NR1,Co-fractionation,physical,Chen L (2001),11140673,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000166862,ENSG00000176884
275306,5156,56034,111182,121032,-,UNQ174/PRO200,PDGFRA,PDGFC,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,FALLOTEIN|SCDGF,Reconstituted Complex,physical,Gilbertson DG (2001),11297552,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134853,ENSG00000145431
275307,5156,56034,111182,121032,-,UNQ174/PRO200,PDGFRA,PDGFC,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,FALLOTEIN|SCDGF,Affinity Capture-Western,physical,Gilbertson DG (2001),11297552,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134853,ENSG00000145431
275309,2833,4283,109094,110429,-,-,CXCR3,CXCL9,CD182|CD183|CKR-L2|CMKAR3|GPR9|IP10-R|Mig-R|MigR,CMK|Humig|MIG|SCYB9|crg-10,Reconstituted Complex,physical,Weng Y (1998),9660793,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000186810,ENSG00000138755
275319,5329,2191,111345,108485,-,-,PLAUR,FAP,CD87|U-PAR|UPAR|URKR,DPPIV|FAPA|SIMP,FRET,physical,Artym VV (2002),12376466,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000011422,ENSG00000078098
275509,2890,2891,109147,109148,-,-,GRIA1,GRIA2,GLUH1|GLUR1|GLURA|GluA1|HBGR1,GLUR2|GLURB|GluA2|GluR-K2|HBGR2,Affinity Capture-Western,physical,Leuschner WD (1999),10358037,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000155511,ENSG00000120251
275664,7852,1234,113607,107639,-,-,CXCR4,CCR5,CD184|D2S201E|FB22|HM89|HSY3RR|LAP-3|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM,CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22,Reconstituted Complex,physical,Agrawal L (2002),12429730,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000121966,ENSG00000160791
275789,3690,3685,109896,109891,-,-,ITGB3,ITGAV,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,CD51|MSK8|VNRA|VTNR,Co-crystal Structure,physical,Xiong JP (2002),11884718,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000138448
275790,3105,925,109350,107363,DAQB-90C11.16-002,-,HLA-A,CD8A,HLAA,CD8|Leu2|MAL|p32,Co-crystal Structure,physical,Gao GF (1997),9177355,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000206503,ENSG00000153563
275815,390226,390226,133456,133456,-,-,GUCY2EP,GUCY2EP,GC-E|GCD|GUCY2E,GC-E|GCD|GUCY2E,Affinity Capture-Western,physical,Yang RB (1997),9153227,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,NA,NA
275823,4478,4478,110584,110584,-,-,MSN,MSN,HEL70,HEL70,Co-crystal Structure,physical,Pearson MA (2000),10847681,9606,9606,Low Throughput,-,-,-,domain-domain contacts,-,BIOGRID,ENSG00000147065,ENSG00000147065
275884,2147,2243,108447,108534,-,-,F2,FGA,PT|RPRGL2|THPH1,Fib2,Co-crystal Structure,physical,Stubbs MT (1992),1587268,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000180210,ENSG00000171560
276197,3781,3781,109982,109982,-,-,KCNN2,KCNN2,KCa2.2|SK2|SKCA2|SKCa 2|hSK2,KCa2.2|SK2|SKCA2|SKCa 2|hSK2,Co-crystal Structure,physical,Schumacher MA (2001),11323678,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000080709,ENSG00000080709
276313,5819,5819,111777,111777,-,-,PVRL2,PVRL2,CD112|HVEB|PRR2|PVRR2,CD112|HVEB|PRR2|PVRR2,Affinity Capture-Western,physical,Miyahara M (2000),10617658,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000130202,ENSG00000130202
276323,972,972,107410,107410,-,-,CD74,CD74,DHLAG|HLADG|II|Ia-GAMMA,DHLAG|HLADG|II|Ia-GAMMA,Co-purification,physical,Marks MS (1990),2391366,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000019582,ENSG00000019582
276398,7442,7442,113281,113281,-,-,TRPV1,TRPV1,VR1,VR1,Affinity Capture-Western,physical,Kedei N (2001),11358970,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000196689,ENSG00000196689
276420,633,53369,107102,119758,-,-,BGN,HDL3,DSPG1|PG-S1|PGI|SLRR1A,HLN2,Reconstituted Complex,physical,Olin KL (2001),11145944,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000182492,NA
276456,948,3949,107386,110141,-,-,CD36,LDLR,BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3,FH|FHC|LDLCQ2,Reconstituted Complex,physical,Calvo D (1998),9555943,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000135218,ENSG00000130164
276507,1956,374,108276,106869,-,-,EGFR,AREG,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,AR|AREGB|CRDGF|SDGF,Reconstituted Complex,physical,Wong L (1999),10085134,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000109321
276617,3675,928,109882,107366,-,GIG2,ITGA3,CD9,CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29,Affinity Capture-Western,physical,Park KR (2000),10694273,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005884,ENSG00000010278
276636,811,5327,107262,111343,-,-,CALR,PLAT,CRT|HEL-S-99n|RO|SSA|cC1qR,T-PA|TPA,Reconstituted Complex,physical,Allen S (1997),9359841,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000179218,ENSG00000104368
276637,4153,811,110323,107262,RP11-94H3.1,-,MBL2,CALR,COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD,CRT|HEL-S-99n|RO|SSA|cC1qR,Reconstituted Complex,physical,Eggleton P (1994),8062452,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000165471,ENSG00000179218
276645,10859,3134,116070,109379,XXbac-BCX85G21.4,DADB-68M4.2,LILRB1,HLA-F,CD85J|ILT-2|ILT2|LIR-1|LIR1|MIR-7|MIR7,CDA12|HLA-5.4|HLA-CDA12|HLAF,Reconstituted Complex,physical,Lepin EJ (2000),11169396,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000104972,ENSG00000204642
276646,10288,3134,115577,109379,XXbac-BCX105G6.12-005,DADB-68M4.2,LILRB2,HLA-F,CD85D|ILT-4|ILT4|LIR-2|LIR2|MIR-10|MIR10,CDA12|HLA-5.4|HLA-CDA12|HLAF,Reconstituted Complex,physical,Lepin EJ (2000),11169396,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000131042,ENSG00000204642
276690,3105,925,109350,107363,DAQB-90C11.16-002,-,HLA-A,CD8A,HLAA,CD8|Leu2|MAL|p32,Reconstituted Complex,physical,Gao GF (2000),10809759,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000206503,ENSG00000153563
276691,259,259,106757,106757,-,-,AMBP,AMBP,A1M|EDC1|HCP|HI30|IATIL|ITI|ITIL|ITILC|UTI,A1M|EDC1|HCP|HI30|IATIL|ITI|ITIL|ITILC|UTI,Two-hybrid,physical,Tyagi S (2002),11883904,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000106927,ENSG00000106927
276692,259,259,106757,106757,-,-,AMBP,AMBP,A1M|EDC1|HCP|HI30|IATIL|ITI|ITIL|ITILC|UTI,A1M|EDC1|HCP|HI30|IATIL|ITI|ITIL|ITILC|UTI,Reconstituted Complex,physical,Tyagi S (2002),11883904,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000106927,ENSG00000106927
276693,3106,925,109351,107363,CDABP0067,-,HLA-B,CD8A,AS|HLAB|SPDA1,CD8|Leu2|MAL|p32,Reconstituted Complex,physical,Gao GF (2000),10809759,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000234745,ENSG00000153563
